,sentence,values
319,"one feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early italian neorealism .",0.76389
320,"it challenges , this nervy oddity , like modern art should .",0.72222
321,"whenever you think you 've figured out late marriage , it throws you for a loop .",0.63889
322,the pianist is polanski 's best film .,0.8333299999999999
323,"it is a testament of quiet endurance , of common concern , of reconciled survival .",0.56944
324,"this orange has some juice , but it 's far from fresh-squeezed .",0.38889
325,"a sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern china .",0.69444
326,"high crimes knows the mistakes that bad movies make and is determined not to make them , and maybe that is nobility of a sort .",0.58333
327,cusack 's just brilliant in this .,0.875
328,knows how to make our imagination wonder .,0.8333299999999999
329,"jae-eun jeong 's take care of my cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the south korean cinema .",0.66667
330,"the overall fabric is hypnotic , and mr. mattei fosters moments of spontaneous intimacy .",0.80556
331,"evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones .",0.625
332,malcolm mcdowell is cool .,0.69444
333,paul bettany is cool .,0.73611
334,paul bettany playing malcolm mcdowell ?,0.5
335,cool .,0.66667
336,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .",0.77778
337,... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance,0.41667
338,"an inventive , absorbing movie that 's as hard to classify as it is hard to resist .",0.88889
339,it made me want to get made-up and go see this movie with my sisters .,0.72222
340,"i thought the relationships were wonderful , the comedy was funny , and the love ` real ' .",0.88889
341,"( caine ) proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film .",0.77778
342,"bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy .",0.69444
343,"this breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are .",0.77778
344,a captivating new film .,0.875
345,those who are n't put off by the film 's austerity will find it more than capable of rewarding them .,0.8472200000000001
346,"it 's a clear-eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties .",0.75
347,reveals how important our special talents can be when put in service of of others .,0.75
348,it also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .,0.72222
349,"with the same sort of good-natured fun found in films like tremors , eight legged freaks is prime escapist fare .",0.8333299999999999
350,"a sharp , amusing study of the cult of celebrity .",0.66667
351,the sentimental cliches mar an otherwise excellent film .,0.61111
352,a powerful performance from mel gibson and a brutal -minute battle sequence that does everything but issue you a dog-tag and an m- .,0.81944
353,"a graceful , moving tribute to the courage of new york 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice .",0.86111
354,"a coming-of-age tale from new zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .",0.79167
355,"made to be jaglomized is the cannes film festival , the annual riviera spree of flesh , buzz , blab and money .",0.34722
356,the charming result is festival in cannes .,0.77778
357,"if you 're looking for something new and hoping for something entertaining , you 're in luck .",0.81944
358,"a hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as grant 's two best films -- four weddings and a funeral and bridget jones 's diary .",0.88889
359,a rip-roaring comedy action fest that 'll put hairs on your chest .,0.79167
360,"if there 's no art here , it 's still a good yarn -- which is nothing to sneeze at these days .",0.65278
361,"simultaneously heart-breaking and very funny , the last kiss is really all about performances .",0.75
362,"there is a subversive element to this disney cartoon , providing unexpected fizzability .",0.72222
363,"an unforgettable look at morality , family , and social expectation through the prism of that omnibus tradition called marriage .",0.77778
364,"an enjoyable , if occasionally flawed , experiment .",0.68056
365,miyazaki is one of world cinema 's most wondrously gifted artists and storytellers .,0.94444
366,"if ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing .",0.72222
367,"meeting , even exceeding expectations , it 's the best sequel since the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .",1.0
368,leigh is one of the rare directors who feels acting is the heart and soul of cinema .,0.80556
369,he allows his cast members to make creative contributions to the story and dialogue .,0.75
